Title,genres,rating,topcast,details
Michael Jackson: Life of a Superstar (2009) ,Documentary Biography ,7.0,"Sonia Anderson, Sonia Anderson, Jermaine Jackson"," Country: UK  Language: English  Release Date: 27 August 2009 (USA)             Budget:$100,000             (estimated)  Production Co:  Entertain ME                    Runtime: 49 min  Color: Color (High Definition)     Aspect Ratio: 1.78 : 1 / (high definition)     "
First Look: WWE Icons (2020) ,Documentary Biography ,not rated,"James E. Cornette, Gerald Brisco, Bret Hart", Country: USA  Language: English  Release Date: 20 December 2020 (USA)             Also Known As: WWE Icons: First Look                 Production Co:  World Wrestling Entertainment (WWE)                    Runtime: 12 min  Color: Color (HD)     Aspect Ratio: 16:9 HD     
Dennis Hopper: Spiel oder stirb (2003) ,Documentary Biography ,7.5,"Henning Lohner, Ariane Riecker, Henning Lohner"," Country: USA , Germany  Language: English , German  Release Date: 10 February 2003 (Germany)             Also Known As: Créer (ou crever)                 Production Co:  ARTE, Easy Rider Productions, Lohneranger GmbH                    Color: Color "
"Jean Rochefort, l'irrésistible (2020) ",Documentary Biography ,6.4,"Yves Riou, Catherine Frot, Julien Rochefort"," Country: France  Language: French  Release Date: 30 November 2020 (France)             Also Known As: Jean Rochefort - Mit Witz und Eleganz                 Production Co:  Arte France, Hauteville Productions                    Runtime: 53 min  Color: Color  Aspect Ratio: 16 : 9     "
The Real Malcolm X (1992) ,Documentary Biography ,6.6,"Brett Alexander, Dan Rather, Maya Angelou"," Country: USA  Language: English  Production Co:  CBS News Productions                    Runtime: 60 min  Sound Mix: Mono  Color:  Black and White , Color "
Patsy Cline: Sweet Dreams Still (2005) ,Documentary Biography Music ,8.1,-," Country: USA  Language: English  Release Date: 1 June 2005 (USA)             Filming Locations: Nashville, Tennessee, USA           Color:  Black and White , Color "
Fallen Hero: The Tommy Prince Story (1998) ,Documentary Biography History ,not rated,-, Official Sites: Official site    Country: Canada  Language: English  Release Date: 1998 (Canada)             Production Co:  Paperny Films                    Color: Color 
Darwin's Struggle: The Evolution of the Origin of Species (2009) ,Documentary Biography History ,6.9,-, Country: UK  Language: English  Release Date: 2 February 2009 (UK)             Production Co:  British Broadcasting Corporation (BBC)                    Runtime: 60 min  Color: Color 
Did You Used to Be R.D. Laing? (1989) ,Documentary Biography ,7.2,"Thomas Shandel, Kirk Tougas, R.D. Laing"," Country: Canada , UK  Language: English  Release Date: 3 October 1989 (UK)             Filming Locations: Simon Fraser University, Burnaby, British Columbia, Canada  Production Co:  Third Mind Productions, Channel Four Films, TVO                    Runtime: 92 min  Color: Color "
Gauguin: The Full Story (2003) ,Documentary Biography ,7.2,"Waldemar Januszczak, Waldemar Januszczak, Waldemar Januszczak"," Country: UK  Language: English  Release Date: 2003 (UK)             Filming Locations: Martinique, Départements d'Outre-Mer, France                    Runtime: 120 min  Color: Color "
Katy Perry: Getting Intimate (2014) ,Documentary Biography Music ,5.6,"Sonia Anderson, Sonia Anderson, Russell Brand"," Official Sites: Official Twitter [Brazil]    Country: UK  Language: English  Release Date: 25 October 2014 (USA)             Filming Locations: Ventura Boulevard, Sherman Oaks, Los Angeles, California, USA           Budget:$200,000             (estimated)  Production Co:  Celebration Entertainment                    Runtime: 70 min  Sound Mix: Dolby Surround 7.1 (Dolby Surround)     Color: Color  Aspect Ratio: 16:9 HD     "
Taming the Wild West: The Legend of Jedediah Smith (2005) ,Documentary Biography ,7.6,"Diana Zaslaw, Sean Galuszka, Zach Abeyta"," Country: USA  Language: English  Release Date: 18 July 2005 (USA)             Filming Locations: Albuquerque, New Mexico, USA           Production Co:  Indigo Films, Rio Grande Studios                    Color: Color "
Charlie Chaplin - Les années suisses (2003) ,Documentary Biography ,6.6,"Beat Hirt, Felice Zenoni, Beat Hirt"," Official Sites: Instagram    Country: Switzerland  Language: English  Release Date: 18 May 2003 (France)             Also Known As: Charlie Chaplin - Die Schweizer Jahre                 Production Co:  Mesch & Ugge AG                    Color:  Black and White , Color "
Katharine Hepburn: The Great Kate (2014) ,Documentary Biography ,6.6,"Rieke Brendel, Andrew Davies, Rieke Brendel"," Country: Germany  Language: English , German  Release Date: 2 March 2014 (Germany)             Also Known As: Katharine Hepburn, ¡la gran Kate!                 Production Co:  ARTE, Florianfilm GmbH, ARTE                    Runtime: 76 min  Sound Mix: Stereo  Color: Color ,  Black and White (archive footage)     Aspect Ratio: 16:9 HD     "
James Dean Remembered (1974) ,Documentary Biography ,6.6,"Jack Haley Jr., Al Ramrus, Peter Lawford", Country: USA  Language: English  Release Date: 1974 (USA)             Also Known As: James Dean muistoissamme                 Production Co:  Jack Haley Jr. Productions                    Runtime: 67 min             (DVD)      Sound Mix: Mono  Color: Color  Aspect Ratio: 1.33 : 1     
"Hollywood, la vie rêvée de Lana Turner (2018) ",Documentary Biography ,7.3,"Frédéric Mitterrand, Lana Turner, Annabella"," Official Sites: Instagram    Country: France  Language: French  Release Date: 2018 (France)             Also Known As: Hollywood, das erträumte Leben der Lana Turner                 Production Co:  SK Medias                    Runtime: 90 min  Aspect Ratio: 16 : 9     "
The Spy in the Hanoi Hilton (2015) ,Documentary Biography History ,7.6,"Vincent Kralyevich, David C. Taylor, Allen Farmer"," Official Sites: Official Site    Country: USA  Language: English  Release Date: 27 April 2015 (USA)             Also Known As: Spionen i Hanoi Hilton                 Filming Locations: Central State Hospital, Petersburg, Virginia, USA                    Color: Color  Aspect Ratio: 1.78 : 1     "
Charlie Sheen's Stunts Spectacular (1994) ,Documentary Biography ,5.2,"BJ Davis, BJ Davis, Julie Rice Davis"," Country: USA  Language: English  Production Co:  BJ Davis Productions, Fleur De Lis Film Studios, Stunts Spectacular                    Sound Mix: Stereo  Color: Color "
The Fastest Man Who Has Ever Lived (2010) ,Documentary Biography Sport ,6.3,"Stephen Lyle, Leon Mann, Usain Bolt"," Country: UK  Language: English  Release Date: 15 May 2010 (UK)             Also Known As: Usain Bolt: The Fastest Man Who Has Ever Liived                 Filming Locations: Kingston, Jamaica  Production Co:  British Broadcasting Corporation (BBC)                    Sound Mix: Stereo  Color: Color "
Bob Hope: The First 90 Years (1993) ,Documentary Biography Comedy ,7.6,"Allan Kartun, Gene Perret, Martha Bolton"," Country: USA  Language: English  Release Date: 14 May 1993 (USA)             Also Known As: Bob Hope: A 90th Birthday Celebration                 Filming Locations: Stage 1, NBC Studios - 3000 W. Alameda Avenue, Burbank, California, USA  Production Co:  Hope Enterprises                    Sound Mix: Stereo  Color: Color  Aspect Ratio: 1.33 : 1     "
Larry and Vivien: The Oliviers in Love (2001) ,Documentary Biography ,7.4,"Ian McKellen, Renée Asherson, Alan Bates"," Country: UK  Language: English  Release Date: 13 September 2001 (UK)                      Runtime: 90 min  Sound Mix: Stereo  Color:  Black and White , Color (Technicolor)    "
Being Frank: The Frank Gardner Story (2020) ,Documentary Biography ,not rated,-, Country: UK  Language: English  Release Date: 5 November 2020 (UK)             Production Co:  Curious Films                    Runtime: 59 min  Color: Color 
"Claudia Cardinale, la créature du secret (2019) ",Documentary Biography ,6.9,"Erwan Bizeul, Emmanuelle Nobécourt, Stanislas de Haldat"," Country: France  Language: French  Release Date: 24 December 2019 (France)             Also Known As: Claudia Cardinale, die italienische Filmdiva                 Production Co:  La Compagnie des Taxis-Brousse                    Runtime: 52 min  Color: Color  Aspect Ratio: 16 : 9     "
A Very English Genius (2002) ,Documentary Biography History ,7.5,"Robin Dashwood, Lynden Edwards, Sam Baron"," Official Sites: BBC [UK]    Country: UK  Language: English  Release Date: 22 July 2002 (UK)             Filming Locations: Highpoint, North Hill, Highgate, London, England, UK           Color: Color "
The 10 Faces of Michael Jackson (2015) ,Documentary Biography ,5.5,"Jill Cumberbatch, Milo Twomey, Raamayan Ananda", Country: UK  Language: English  Release Date: 11 February 2015 (UK)             Also Known As: The Ten Faces of Michael Jackson                 Production Co:  Optomen Television                    Color: Color 
Washington the Warrior (2006) ,Documentary Biography History ,7.8,"Robert M. Wise, Joshua Alper, Raymond Bridgers"," Country: USA  Language: English  Release Date: 29 May 2006 (USA)             Filming Locations: Lithuania  Production Co:  Lietuvos Kinostudija, Lithuanian Film Studio                    Runtime: 100 min  Color: Color "
Conrad (1994) ,Documentary Biography ,not rated,"Tomasz Kaminski, Tomasz Kaminski, Joseph Conrad", Country: Poland  Language: Polish  Release Date: 1994 (Poland)             Production Co:  Telewizja Polska Kraków                    Runtime: 45 min  Color: Color 
